Mun,Candidato,Ano,Cargo,NumVotos,percCidade,Partido,Cassado
ARROIO GRANDE,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,131,"0,04%",PTB,0
SARANDI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,131,"0,01%",PTB,0
SANTANA DO LIVRAMENTO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,120,"0,01%",PTB,0
ALEGRETE,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,119,"0,01%",PTB,0
SAO LEOPOLDO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,112,"0,01%",PTB,0
ENCRUZILHADA DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,101,"0,01%",PTB,0
SAO JERONIMO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,97,"0,01%",PTB,0
NOVA PRATA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,94,"0,01%",PTB,0
PASSO FUNDO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,90,"0,00%",PTB,0
GENERAL VARGAS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,85,"0,02%",PTB,0
CACHOEIRA DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,83,"0,00%",PTB,0
CAXIAS DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,78,"0,00%",PTB,0
CRUZ ALTA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,78,"0,00%",PTB,0
SERAFINA CORREA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,73,"0,02%",PTB,0
LAGOA VERMELHA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,66,"0,01%",PTB,0
TAQUARA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,66,"0,01%",PTB,0
CACEQUI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,59,"0,01%",PTB,0
ERVAL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,58,"0,02%",PTB,0
RIO PARDO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,57,"0,01%",PTB,0
CANGUCU,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,54,"0,00%",PTB,0
SAO BORJA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,49,"0,00%",PTB,0
ERECHIM,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,48,"0,00%",PTB,0
GENERAL CAMARA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,43,"0,01%",PTB,0
SANTA CRUZ DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,43,"0,00%",PTB,0
CAMAQUA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,42,"0,00%",PTB,0
SANTA ROSA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,42,"0,00%",PTB,0
IJUI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,40,"0,00%",PTB,0
LAVRAS DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,38,"0,01%",PTB,0
BOM RETIRO DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,37,"0,02%",PTB,0
SAO SEPE,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,37,"0,00%",PTB,0
DOM PEDRITO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,31,"0,00%",PTB,0
SANTIAGO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,28,"0,00%",PTB,0
ESTEIO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,28,"0,00%",PTB,0
SANTO ANTONIO DA PATRULHA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,25,"0,00%",PTB,0
QUARAI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,23,"0,00%",PTB,0
TAQUARI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,23,"0,00%",PTB,0
BENTO GONCALVES,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,23,"0,00%",PTB,0
ARROIO DO MEIO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,22,"0,00%",PTB,0
PINHEIRO MACHADO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,22,"0,01%",PTB,0
TRIUNFO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,21,"0,01%",PTB,0
VENANCIO AIRES,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,21,"0,00%",PTB,0
OSORIO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,21,"0,00%",PTB,0
GUAIBA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,20,"0,00%",PTB,0
JAGUARI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,20,"0,00%",PTB,0
SAO LUIS GONZAGA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,19,"0,00%",PTB,0
VIAMAO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,19,"0,00%",PTB,0
SAPIRANGA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,19,"0,00%",PTB,0
ITAQUI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,18,"0,00%",PTB,0
CANELA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,16,"0,00%",PTB,0
TAPES,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,16,"0,00%",PTB,0
CONSTANTINA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,16,"0,00%",PTB,0
MAXIMILIANO DE ALMEIDA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,16,"0,01%",PTB,0
SAO SEBASTIAO DO CAI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,15,"0,00%",PTB,0
GETULIO VARGAS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,15,"0,00%",PTB,0
ROLANTE,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,15,"0,00%",PTB,0
ROSARIO DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,14,"0,00%",PTB,0
SAPUCAIA DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,14,"0,00%",PTB,0
TUPANCIRETA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,14,"0,00%",PTB,0
PALMEIRA DAS MISSOES,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,13,"0,00%",PTB,0
LAJEADO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,12,"0,00%",PTB,0
SOBRADINHO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,12,"0,00%",PTB,0
FREDERICO WESTPHALEN,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,12,"0,00%",PTB,0
CANDELARIA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,11,"0,00%",PTB,0
SAO FRANCISCO DE PAULA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,11,"0,00%",PTB,0
BARRA DO RIBEIRO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,10,"0,00%",PTB,0
JULIO DE CASTILHOS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,10,"0,00%",PTB,0
TORRES,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,10,"0,00%",PTB,0
CARAZINHO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,10,"0,00%",PTB,0
ESTRELA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,9,"0,00%",PTB,0
GRAVATAI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,9,"0,00%",PTB,0
VERANOPOLIS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,9,"0,00%",PTB,0
ARVOREZINHA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,8,"0,00%",PTB,0
FELIZ,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,8,"0,00%",PTB,0
GAURAMA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,8,"0,00%",PTB,0
MARAU,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,8,"0,00%",PTB,0
RESTINGA SECA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,8,"0,00%",PTB,0
SOLEDADE,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,8,"0,00%",PTB,0
VIADUTOS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,8,"0,00%",PTB,0
CERRO LARGO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,7,"0,00%",PTB,0
ROCA SALES,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,7,"0,00%",PTB,0
NOVA PETROPOLIS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,6,"0,00%",PTB,0
SAO PEDRO DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,6,"0,00%",PTB,0
CATUIPE,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,5,"0,00%",PTB,0
FARROUPILHA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,5,"0,00%",PTB,0
SANANDUVA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,4,"0,00%",PTB,0
ESTANCIA VELHA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,3,"0,00%",PTB,0
FAXINAL DO SOTURNO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,3,"0,00%",PTB,0
GIRUA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,3,"0,00%",PTB,0
TENENTE PORTELA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,3,"0,00%",PTB,0
ANTONIO PRADO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
BOM JESUS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
CAMPO NOVO,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
GARIBALDI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
IRAI,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
SANTA BARBARA DO SUL,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
CAMPO BOM,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
MUCUM,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
TAPERA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
VERA CRUZ,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,2,"0,00%",PTB,0
CARLOS BARBOSA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,1,"0,00%",PTB,0
ERVAL GRANDE,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,1,"0,00%",PTB,0
SAO VALENTIM,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,1,"0,00%",PTB,0
TAPEJARA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,1,"0,00%",PTB,0
CASCA,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,1,"0,00%",PTB,0
TRES COROAS,ADILIO MARTINS VIANNA,1962,DEPUTADO FEDERAL,1,"0,00%",PTB,0
PORTO ALEGRE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,2562,"0,01%",UDN,0
OSORIO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,1497,"0,12%",UDN,0
SANTANA DO LIVRAMENTO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,1351,"0,08%",UDN,0
VACARIA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,1290,"0,07%",UDN,0
PELOTAS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,868,"0,02%",UDN,0
BENTO GONCALVES,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,861,"0,07%",UDN,0
GARIBALDI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,795,"0,10%",UDN,0
URUGUAIANA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,788,"0,04%",UDN,0
RIO GRANDE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,784,"0,02%",UDN,0
JAGUARAO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,748,"0,13%",UDN,0
ALEGRETE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,738,"0,05%",UDN,0
NOVO HAMBURGO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,684,"0,03%",UDN,0
SANTO ANTONIO DA PATRULHA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,653,"0,05%",UDN,0
TORRES,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,652,"0,10%",UDN,0
SAO FRANCISCO DE PAULA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,650,"0,07%",UDN,0
CAMAQUA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,583,"0,05%",UDN,0
TAQUARA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,566,"0,05%",UDN,0
QUARAI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,560,"0,09%",UDN,0
BAGE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,560,"0,03%",UDN,0
SANTA VITORIA DO PALMAR,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,547,"0,12%",UDN,0
ROSARIO DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,502,"0,06%",UDN,0
ARROIO GRANDE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,501,"0,15%",UDN,0
FARROUPILHA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,497,"0,07%",UDN,0
IBIRUBA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,466,"0,08%",UDN,0
ERECHIM,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,410,"0,02%",UDN,0
GRAVATAI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,399,"0,03%",UDN,0
PASSO FUNDO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,397,"0,01%",UDN,0
SAO FRANCISCO DE ASSIS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,396,"0,07%",UDN,0
DOM PEDRITO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,361,"0,04%",UDN,0
TUPANCIRETA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,358,"0,04%",UDN,0
ANTONIO PRADO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,357,"0,07%",UDN,0
CAXIAS DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,309,"0,01%",UDN,0
SANTA BARBARA DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,307,"0,11%",UDN,0
SAO LOURENCO DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,294,"0,03%",UDN,0
NOVA PRATA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,286,"0,02%",UDN,0
ENCRUZILHADA DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,275,"0,03%",UDN,0
GAURAMA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,268,"0,06%",UDN,0
SARANDI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,261,"0,03%",UDN,0
PINHEIRO MACHADO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,259,"0,10%",UDN,0
VIAMAO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,250,"0,02%",UDN,0
SANTA MARIA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,241,"0,01%",UDN,0
CRUZ ALTA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,237,"0,01%",UDN,0
ITAQUI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,231,"0,04%",UDN,0
BOM JESUS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,222,"0,03%",UDN,0
ROLANTE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,222,"0,06%",UDN,0
CANOAS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,220,"0,01%",UDN,0
SAO SEPE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,220,"0,03%",UDN,0
TAPES,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,216,"0,04%",UDN,0
RIO PARDO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,208,"0,02%",UDN,0
SAO VALENTIM,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,192,"0,08%",UDN,0
IJUI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,186,"0,01%",UDN,0
SANTA ROSA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,181,"0,01%",UDN,0
CARLOS BARBOSA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,178,"0,05%",UDN,0
GENERAL VARGAS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,166,"0,05%",UDN,0
SANTIAGO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,157,"0,01%",UDN,0
CACHOEIRA DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,149,"0,01%",UDN,0
LAGOA VERMELHA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,148,"0,02%",UDN,0
CACAPAVA DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,146,"0,02%",UDN,0
PEDRO OSORIO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,143,"0,04%",UDN,0
LAVRAS DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,141,"0,05%",UDN,0
CANGUCU,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,137,"0,01%",UDN,0
SAO JOSE DO NORTE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,135,"0,02%",UDN,0
SAPIRANGA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,128,"0,02%",UDN,0
SAO LEOPOLDO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,127,"0,01%",UDN,0
VIADUTOS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,124,"0,05%",UDN,0
ESTRELA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,123,"0,01%",UDN,0
GENERAL CAMARA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,119,"0,04%",UDN,0
ERVAL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,115,"0,04%",UDN,0
TAPEJARA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,113,"0,02%",UDN,0
SANTO ANGELO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,110,"0,01%",UDN,0
SOLEDADE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,109,"0,01%",UDN,0
MARCELINO RAMOS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,108,"0,03%",UDN,0
MONTENEGRO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,103,"0,00%",UDN,0
VERANOPOLIS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,97,"0,01%",UDN,0
PIRATINI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,94,"0,02%",UDN,0
TAPERA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,91,"0,02%",UDN,0
CANELA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,90,"0,02%",UDN,0
ERVAL GRANDE,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,88,"0,05%",UDN,0
TAQUARI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,88,"0,01%",UDN,0
CACEQUI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,85,"0,02%",UDN,0
SAO GABRIEL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,84,"0,01%",UDN,0
CAMPO BOM,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,81,"0,02%",UDN,0
TRES COROAS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,80,"0,05%",UDN,0
PALMEIRA DAS MISSOES,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,75,"0,01%",UDN,0
PORTO LUCENA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,75,"0,03%",UDN,0
LAJEADO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,67,"0,00%",UDN,0
GUAIBA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,64,"0,01%",UDN,0
CARAZINHO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,62,"0,01%",UDN,0
SAO SEBASTIAO DO CAI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,55,"0,01%",UDN,0
HORIZONTINA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,51,"0,01%",UDN,0
SAO LUIS GONZAGA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,51,"0,00%",UDN,0
JULIO DE CASTILHOS,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,49,"0,01%",UDN,0
SAO JERONIMO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,44,"0,00%",UDN,0
SANTA CRUZ DO SUL,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,42,"0,00%",UDN,0
FLORES DA CUNHA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,41,"0,01%",UDN,0
CANDELARIA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,41,"0,01%",UDN,0
SAO BORJA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,40,"0,00%",UDN,0
ESTEIO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,37,"0,01%",UDN,0
FREDERICO WESTPHALEN,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,37,"0,00%",UDN,0
MAXIMILIANO DE ALMEIDA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,37,"0,02%",UDN,0
NONOAI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,35,"0,01%",UDN,0
SANTO CRISTO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,31,"0,00%",UDN,0
SERAFINA CORREA,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,31,"0,01%",UDN,0
MACHADINHO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,30,"0,01%",UDN,0
TRES DE MAIO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,28,"0,00%",UDN,0
PANAMBI,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,27,"0,00%",UDN,0
ROCA SALES,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,27,"0,01%",UDN,0
ESPUMOSO,ALCIDES FLORES SOARES JUNIOR,1962,DEPUTADO FEDERAL,25,"0,00%",UDN,0
