Mun,Candidato,Ano,Cargo,NumVotos,percCidade,Partido,Cassado
PORTO ALEGRE,ALCEU DE DEUS COLLARES,1970,DEPUTADO FEDERAL,46703,"0,14%",MDB,0
PORTO ALEGRE,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,46276,"0,14%",BRANCO,0
PORTO ALEGRE,CELIO MARQUES FERNANDES,1970,DEPUTADO FEDERAL,37900,"0,12%",ARENA,0
PORTO ALEGRE,VOTOS NULOS,1970,DEPUTADO FEDERAL,31139,"0,10%",NULO,0
PELOTAS,ARY RODRIGUES ALCANTARA,1970,DEPUTADO FEDERAL,28095,"0,40%",ARENA,0
PORTO ALEGRE,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,21819,"0,07%",ARENA,0
PORTO ALEGRE,LAURO PEREIRA RODRIGUES,1970,DEPUTADO FEDERAL,20517,"0,06%",MDB,0
CAXIAS DO SUL,NADYR ROSSETI,1970,DEPUTADO FEDERAL,17329,"0,33%",MDB,0
PELOTAS,GETULIO PEREIRA DIAS,1970,DEPUTADO FEDERAL,17269,"0,25%",MDB,0
CAXIAS DO SUL,MARIO MONDINO,1970,DEPUTADO FEDERAL,13301,"0,26%",ARENA,0
SANTA MARIA,GUILHERME GROISMANN,1970,DEPUTADO FEDERAL,12366,"0,22%",MDB,0
BAGE,ALCEU DE DEUS COLLARES,1970,DEPUTADO FEDERAL,10985,"0,42%",MDB,0
PORTO ALEGRE,LEGENDA MDB,1970,DEPUTADO FEDERAL,10938,"0,03%",MDB,0
PORTO ALEGRE,VICTOR LOUREIRO ISSLER,1970,DEPUTADO FEDERAL,10679,"0,03%",MDB,0
CANOAS,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,10186,"0,22%",BRANCO,0
SANTA MARIA,HELIO HELBERT DOS SANTOS,1970,DEPUTADO FEDERAL,9600,"0,17%",ARENA,0
SANTA CRUZ DO SUL,NORBERTO HARALD SCHMIDT,1970,DEPUTADO FEDERAL,8868,"0,34%",ARENA,0
PELOTAS,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,8747,"0,12%",BRANCO,0
NOVO HAMBURGO,MILTON ALBINO CASSEL,1970,DEPUTADO FEDERAL,8692,"0,31%",ARENA,0
RIO GRANDE,ALBERTO MARTINS DA SILVA,1970,DEPUTADO FEDERAL,8414,"0,20%",MDB,0
RIO GRANDE,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,8121,"0,20%",BRANCO,0
CANOAS,ELYGIO ALBINO MENEGHETTI,1970,DEPUTADO FEDERAL,7701,"0,17%",MDB,0
BAGE,JAIME TAVARES,1970,DEPUTADO FEDERAL,7695,"0,30%",ARENA,0
PORTO ALEGRE,JETHRO JAIRO DE MACEDO BRUM,1970,DEPUTADO FEDERAL,7667,"0,02%",MDB,0
CACHOEIRA DO SUL,ALDO ROHDE,1970,DEPUTADO FEDERAL,7460,"0,27%",ARENA,0
CAXIAS DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,7329,"0,14%",BRANCO,0
URUGUAIANA,ALDO DA SILVA FAGUNDES,1970,DEPUTADO FEDERAL,7242,"0,33%",MDB,0
VACARIA,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,6697,"0,37%",ARENA,0
SANTA MARIA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,6576,"0,12%",BRANCO,0
RIO GRANDE,ARY RODRIGUES ALCANTARA,1970,DEPUTADO FEDERAL,6557,"0,16%",ARENA,0
ERECHIM,JOSE MANDELLI FILHO,1970,DEPUTADO FEDERAL,6429,"0,41%",MDB,0
SAO LEOPOLDO,OCTAVIO PEDRO DA SILVA,1970,DEPUTADO FEDERAL,6275,"0,27%",MDB,0
ALEGRETE,ALDO DA SILVA FAGUNDES,1970,DEPUTADO FEDERAL,6269,"0,32%",MDB,0
PORTO ALEGRE,LEGENDA ARENA,1970,DEPUTADO FEDERAL,6202,"0,02%",ARENA,0
SANTA CRUZ DO SUL,HELMUTH ARNO SCHULTZ,1970,DEPUTADO FEDERAL,6188,"0,23%",MDB,0
SAO LEOPOLDO,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,6180,"0,27%",ARENA,0
SANTO ANGELO,BRILMAR ZIMERMANN DESENGRINI,1970,DEPUTADO FEDERAL,6146,"0,28%",MDB,0
PORTO ALEGRE,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,6076,"0,02%",ARENA,0
SANTA MARIA,ARIOSTO JAEGER,1970,DEPUTADO FEDERAL,5882,"0,11%",ARENA,0
PASSO FUNDO,ANILDO JOSE SARTURI,1970,DEPUTADO FEDERAL,5798,"0,20%",ARENA,0
PORTO ALEGRE,CLOVIS STENZEL,1970,DEPUTADO FEDERAL,5402,"0,02%",ARENA,0
PORTO ALEGRE,ALBERTO HOFFMANN,1970,DEPUTADO FEDERAL,5368,"0,02%",ARENA,0
PASSO FUNDO,DANIEL DIPP,1970,DEPUTADO FEDERAL,5361,"0,19%",MDB,0
MONTENEGRO,JOSE ARLINDO KUNZLER,1970,DEPUTADO FEDERAL,5352,"0,31%",ARENA,0
VENANCIO AIRES,HELMUTH ARNO SCHULTZ,1970,DEPUTADO FEDERAL,5278,"0,37%",MDB,0
CANGUCU,GETULIO PEREIRA DIAS,1970,DEPUTADO FEDERAL,5230,"0,34%",MDB,0
OSORIO,CLOVIS STENZEL,1970,DEPUTADO FEDERAL,5207,"0,33%",ARENA,0
ERECHIM,CONRADO PECOITS JUNIOR,1970,DEPUTADO FEDERAL,5149,"0,33%",ARENA,0
ALEGRETE,VASCO AMARO DA SILVEIRA FILHO,1970,DEPUTADO FEDERAL,4767,"0,24%",ARENA,0
NOVO HAMBURGO,AIRTON SANT'ANNA,1970,DEPUTADO FEDERAL,4761,"0,17%",MDB,0
CANGUCU,ARY RODRIGUES ALCANTARA,1970,DEPUTADO FEDERAL,4436,"0,29%",ARENA,0
SANTO ANGELO,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,4434,"0,20%",ARENA,0
PALMEIRA DAS MISSOES,JOSE AUGUSTO AMARAL DE SOUZA,1970,DEPUTADO FEDERAL,4403,"0,36%",ARENA,0
CANOAS,VOTOS NULOS,1970,DEPUTADO FEDERAL,4293,"0,09%",NULO,0
CACHOEIRA DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,4269,"0,15%",BRANCO,0
CAMAQUA,FRANCISCO DUARTE,1970,DEPUTADO FEDERAL,4246,"0,25%",MDB,0
ESTRELA,NORBERTO HARALD SCHMIDT,1970,DEPUTADO FEDERAL,4234,"0,29%",ARENA,0
NOVO HAMBURGO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,4214,"0,15%",BRANCO,0
VACARIA,ELOY LENZI,1970,DEPUTADO FEDERAL,4157,"0,23%",MDB,0
IJUI,AMAURY MULLER,1970,DEPUTADO FEDERAL,4088,"0,24%",MDB,0
PELOTAS,VOTOS NULOS,1970,DEPUTADO FEDERAL,4081,"0,06%",NULO,0
PORTO ALEGRE,ALDO DA SILVA FAGUNDES,1970,DEPUTADO FEDERAL,4052,"0,01%",MDB,0
SAO LOURENCO DO SUL,FRANCISCO DUARTE,1970,DEPUTADO FEDERAL,4041,"0,32%",MDB,0
PASSO FUNDO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,4008,"0,14%",BRANCO,0
URUGUAIANA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,4005,"0,18%",BRANCO,0
IJUI,SOLON GONCALVES DA SILVA,1970,DEPUTADO FEDERAL,4004,"0,24%",ARENA,0
CARAZINHO,JETHRO JAIRO DE MACEDO BRUM,1970,DEPUTADO FEDERAL,3902,"0,27%",MDB,0
TRES PASSOS,JOSE ARLINDO KUNZLER,1970,DEPUTADO FEDERAL,3896,"0,35%",ARENA,0
PORTO ALEGRE,ARIOSTO JAEGER,1970,DEPUTADO FEDERAL,3892,"0,01%",ARENA,0
LAJEADO,DANIEL AGOSTINHO FARACO,1970,DEPUTADO FEDERAL,3859,"0,23%",ARENA,0
PASSO FUNDO,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,3808,"0,13%",ARENA,0
PORTO ALEGRE,AMAURY MULLER,1970,DEPUTADO FEDERAL,3800,"0,01%",MDB,0
SAO LOURENCO DO SUL,ARY RODRIGUES ALCANTARA,1970,DEPUTADO FEDERAL,3740,"0,30%",ARENA,0
SANTA CRUZ DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,3685,"0,14%",BRANCO,0
SOLEDADE,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,3648,"0,35%",ARENA,0
PORTO ALEGRE,AFONSO JOSE DE REVOREDO RIBEIRO,1970,DEPUTADO FEDERAL,3594,"0,01%",MDB,0
TAQUARA,HARRY ALZIRO SAUER,1970,DEPUTADO FEDERAL,3548,"0,31%",MDB,0
TORRES,CLOVIS STENZEL,1970,DEPUTADO FEDERAL,3532,"0,34%",ARENA,0
SANTANA DO LIVRAMENTO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,3529,"0,18%",BRANCO,0
NOVO HAMBURGO,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,3515,"0,13%",ARENA,0
SANTANA DO LIVRAMENTO,VICTOR LOUREIRO ISSLER,1970,DEPUTADO FEDERAL,3450,"0,17%",MDB,0
RIO GRANDE,VOTOS NULOS,1970,DEPUTADO FEDERAL,3434,"0,08%",NULO,0
SANTA ROSA,ARIOSTO JAEGER,1970,DEPUTADO FEDERAL,3408,"0,29%",ARENA,0
SAO LEOPOLDO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,3403,"0,15%",BRANCO,0
IJUI,ALBERTO HOFFMANN,1970,DEPUTADO FEDERAL,3367,"0,20%",ARENA,0
CANOAS,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,3358,"0,07%",ARENA,0
TORRES,JETHRO JAIRO DE MACEDO BRUM,1970,DEPUTADO FEDERAL,3348,"0,32%",MDB,0
GUAPORE,JETHRO JAIRO DE MACEDO BRUM,1970,DEPUTADO FEDERAL,3315,"0,34%",MDB,0
CANOAS,LAURO PEREIRA RODRIGUES,1970,DEPUTADO FEDERAL,3249,"0,07%",MDB,0
SAO GABRIEL,VICTOR LOUREIRO ISSLER,1970,DEPUTADO FEDERAL,3235,"0,22%",MDB,0
SANTO ANGELO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,3187,"0,14%",BRANCO,0
PORTO ALEGRE,FELIX DE ARAUJO SANTOS,1970,DEPUTADO FEDERAL,3178,"0,01%",ARENA,0
PORTO ALEGRE,DANIEL AGOSTINHO FARACO,1970,DEPUTADO FEDERAL,3169,"0,01%",ARENA,0
BAGE,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,3169,"0,12%",BRANCO,0
ALEGRETE,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,3164,"0,16%",BRANCO,0
PORTO ALEGRE,VASCO AMARO DA SILVEIRA FILHO,1970,DEPUTADO FEDERAL,3122,"0,01%",ARENA,0
BENTO GONCALVES,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,3102,"0,18%",BRANCO,0
SAO BORJA,OLI CARVALHO,1970,DEPUTADO FEDERAL,3083,"0,23%",ARENA,0
CRUZ ALTA,AMAURY MULLER,1970,DEPUTADO FEDERAL,3062,"0,19%",MDB,0
CAXIAS DO SUL,VOTOS NULOS,1970,DEPUTADO FEDERAL,3036,"0,06%",NULO,0
URUGUAIANA,MARIO MONDINO,1970,DEPUTADO FEDERAL,3034,"0,14%",ARENA,0
TAPEJARA,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,3017,"0,51%",ARENA,0
CARAZINHO,DANIEL AGOSTINHO FARACO,1970,DEPUTADO FEDERAL,2997,"0,21%",ARENA,0
VIAMAO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2966,"0,21%",BRANCO,0
CRISTAL DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2964,"0,75%",BRANCO,0
MARAU,JOSE AUGUSTO AMARAL DE SOUZA,1970,DEPUTADO FEDERAL,2964,"0,37%",ARENA,0
ESPUMOSO,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,2928,"0,36%",ARENA,0
SAO BORJA,HAECKELL FONTELLA LOPES,1970,DEPUTADO FEDERAL,2927,"0,21%",MDB,0
CRUZ ALTA,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2887,"0,18%",MDB,0
ESTEIO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2844,"0,21%",BRANCO,0
VERANOPOLIS,ELOY LENZI,1970,DEPUTADO FEDERAL,2817,"0,29%",MDB,0
FREDERICO WESTPHALEN,JOSE AUGUSTO AMARAL DE SOUZA,1970,DEPUTADO FEDERAL,2794,"0,38%",ARENA,0
TRES DE MAIO,JOSE ARLINDO KUNZLER,1970,DEPUTADO FEDERAL,2754,"0,30%",ARENA,0
CAMAQUA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2732,"0,16%",BRANCO,0
CAXIAS DO SUL,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,2732,"0,05%",ARENA,0
PORTO ALEGRE,HONORIO SEVERO,1970,DEPUTADO FEDERAL,2729,"0,01%",MDB,0
GARIBALDI,MARIO MONDINO,1970,DEPUTADO FEDERAL,2726,"0,32%",ARENA,0
PORTO ALEGRE,CID FURTADO,1970,DEPUTADO FEDERAL,2707,"0,01%",ARENA,0
GRAVATAI,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2692,"0,18%",BRANCO,0
TENENTE PORTELA,JOSE ARLINDO KUNZLER,1970,DEPUTADO FEDERAL,2686,"0,35%",ARENA,0
LAGOA VERMELHA,ELOY LENZI,1970,DEPUTADO FEDERAL,2681,"0,32%",MDB,0
PORTO ALEGRE,MARIO MONDINO,1970,DEPUTADO FEDERAL,2667,"0,01%",ARENA,0
ANTONIO PRADO,DANIEL AGOSTINHO FARACO,1970,DEPUTADO FEDERAL,2588,"0,51%",ARENA,0
MONTENEGRO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2574,"0,15%",BRANCO,0
TRES DE MAIO,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2567,"0,28%",MDB,0
SAPUCAIA DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2563,"0,23%",BRANCO,0
GRAVATAI,LEO BERNHARD RIFFEL,1970,DEPUTADO FEDERAL,2546,"0,17%",MDB,0
BENTO GONCALVES,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,2534,"0,14%",ARENA,0
SANTANA DO LIVRAMENTO,ALDO DA SILVA FAGUNDES,1970,DEPUTADO FEDERAL,2522,"0,13%",MDB,0
SANTA MARIA,VOTOS NULOS,1970,DEPUTADO FEDERAL,2519,"0,05%",NULO,0
ESTRELA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2500,"0,17%",BRANCO,0
LAJEADO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2499,"0,15%",BRANCO,0
NONOAI,JOSE AUGUSTO AMARAL DE SOUZA,1970,DEPUTADO FEDERAL,2492,"0,48%",ARENA,0
OSORIO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2482,"0,16%",BRANCO,0
GETULIO VARGAS,JOSE MANDELLI FILHO,1970,DEPUTADO FEDERAL,2465,"0,30%",MDB,0
LAJEADO,HARRY ALZIRO SAUER,1970,DEPUTADO FEDERAL,2433,"0,15%",MDB,0
LAJEADO,CID FURTADO,1970,DEPUTADO FEDERAL,2424,"0,15%",ARENA,0
ROSARIO DO SUL,VICTOR LOUREIRO ISSLER,1970,DEPUTADO FEDERAL,2412,"0,20%",MDB,0
ARROIO DO MEIO,DANIEL AGOSTINHO FARACO,1970,DEPUTADO FEDERAL,2390,"0,35%",ARENA,0
JAGUARAO,VASCO AMARO DA SILVEIRA FILHO,1970,DEPUTADO FEDERAL,2389,"0,36%",ARENA,0
MARAU,GETULIO PEREIRA DIAS,1970,DEPUTADO FEDERAL,2387,"0,29%",MDB,0
CAMAQUA,VASCO AMARO DA SILVEIRA FILHO,1970,DEPUTADO FEDERAL,2372,"0,14%",ARENA,0
TRES PASSOS,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2338,"0,21%",MDB,0
ESTEIO,ALCEU DE DEUS COLLARES,1970,DEPUTADO FEDERAL,2332,"0,17%",MDB,0
PORTO ALEGRE,ELYGIO ALBINO MENEGHETTI,1970,DEPUTADO FEDERAL,2317,"0,01%",MDB,0
SAO LUIS GONZAGA,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2281,"0,21%",MDB,0
CARAZINHO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2279,"0,16%",BRANCO,0
ARATIBA,CONRADO PECOITS JUNIOR,1970,DEPUTADO FEDERAL,2277,"0,57%",ARENA,0
FARROUPILHA,MARIO MONDINO,1970,DEPUTADO FEDERAL,2253,"0,28%",ARENA,0
SANTANA DO LIVRAMENTO,VASCO AMARO DA SILVEIRA FILHO,1970,DEPUTADO FEDERAL,2249,"0,11%",ARENA,0
OSORIO,LEO BERNHARD RIFFEL,1970,DEPUTADO FEDERAL,2236,"0,14%",MDB,0
CAMPO BOM,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,2235,"0,37%",ARENA,0
GUAIBA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2220,"0,21%",BRANCO,0
GARIBALDI,ELYGIO ALBINO MENEGHETTI,1970,DEPUTADO FEDERAL,2220,"0,26%",MDB,0
VACARIA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2198,"0,12%",BRANCO,0
VENANCIO AIRES,ALBERTO HOFFMANN,1970,DEPUTADO FEDERAL,2197,"0,15%",ARENA,0
PORTO ALEGRE,HELIO HELBERT DOS SANTOS,1970,DEPUTADO FEDERAL,2182,"0,01%",ARENA,0
PALMEIRA DAS MISSOES,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2177,"0,18%",BRANCO,0
URUGUAIANA,VASCO AMARO DA SILVEIRA FILHO,1970,DEPUTADO FEDERAL,2177,"0,10%",ARENA,0
SANTA ROSA,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2138,"0,18%",MDB,0
SAO BORJA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2133,"0,16%",BRANCO,0
SANTO ANTONIO DA PATRULHA,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,2126,"0,16%",ARENA,0
SANTO ANGELO,JOSE AUGUSTO AMARAL DE SOUZA,1970,DEPUTADO FEDERAL,2119,"0,10%",ARENA,0
SAO GABRIEL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,2116,"0,14%",BRANCO,0
PALMEIRA DAS MISSOES,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2113,"0,18%",MDB,0
SANTIAGO,FELIX DE ARAUJO SANTOS,1970,DEPUTADO FEDERAL,2110,"0,15%",ARENA,0
SANTIAGO,JOSE SALGADO MARTINS,1970,DEPUTADO FEDERAL,2101,"0,15%",ARENA,0
IJUI,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2086,"0,12%",MDB,0
CACAPAVA DO SUL,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,2078,"0,24%",ARENA,0
SANTA MARIA,ALCEU DE DEUS COLLARES,1970,DEPUTADO FEDERAL,2066,"0,04%",MDB,0
SAO FRANCISCO DE ASSIS,ALDO DA SILVA FAGUNDES,1970,DEPUTADO FEDERAL,2064,"0,28%",MDB,0
PORTO ALEGRE,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,2054,"0,01%",MDB,0
PORTO ALEGRE,LEO BERNHARD RIFFEL,1970,DEPUTADO FEDERAL,2027,"0,01%",MDB,0
SAO LUIS GONZAGA,JOSE AUGUSTO AMARAL DE SOUZA,1970,DEPUTADO FEDERAL,2026,"0,18%",ARENA,0
LAGOA VERMELHA,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,2009,"0,24%",ARENA,0
SANTO ANTONIO DA PATRULHA,CLOVIS STENZEL,1970,DEPUTADO FEDERAL,2005,"0,15%",ARENA,0
SANTA CRUZ DO SUL,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,1981,"0,07%",ARENA,0
SANTIAGO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1942,"0,14%",BRANCO,0
DOM PEDRITO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1940,"0,19%",BRANCO,0
VERA CRUZ,NORBERTO HARALD SCHMIDT,1970,DEPUTADO FEDERAL,1911,"0,51%",ARENA,0
NOVO HAMBURGO,VOTOS NULOS,1970,DEPUTADO FEDERAL,1902,"0,07%",NULO,0
ALVORADA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1894,"0,23%",BRANCO,0
ENCRUZILHADA DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1888,"0,22%",BRANCO,0
RIO PARDO,NORBERTO HARALD SCHMIDT,1970,DEPUTADO FEDERAL,1887,"0,14%",ARENA,0
TRES PASSOS,AMAURY MULLER,1970,DEPUTADO FEDERAL,1870,"0,17%",MDB,0
ENCANTADO,MARIO VILLANOVA SEIXAS,1970,DEPUTADO FEDERAL,1864,"0,28%",MDB,0
GUAIBA,HELIO HELBERT DOS SANTOS,1970,DEPUTADO FEDERAL,1864,"0,18%",ARENA,0
HORIZONTINA,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,1860,"0,37%",MDB,0
CACHOEIRA DO SUL,NELSON AVELINE,1970,DEPUTADO FEDERAL,1840,"0,07%",MDB,0
CARLOS BARBOSA,MARIO MONDINO,1970,DEPUTADO FEDERAL,1831,"0,41%",ARENA,0
SANTO ANTONIO DA PATRULHA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1815,"0,14%",BRANCO,0
CANOAS,ALCEU DE DEUS COLLARES,1970,DEPUTADO FEDERAL,1803,"0,04%",MDB,0
TAPES,TITO MONTENEGRO BARBOSA,1970,DEPUTADO FEDERAL,1797,"0,23%",ARENA,0
RIO GRANDE,GETULIO PEREIRA DIAS,1970,DEPUTADO FEDERAL,1796,"0,04%",MDB,0
ROSARIO DO SUL,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,1794,"0,15%",ARENA,0
SAO FRANCISCO DE PAULA,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,1790,"0,22%",ARENA,0
CRUZ ALTA,JOSE AUGUSTO AMARAL DE SOUZA,1970,DEPUTADO FEDERAL,1780,"0,11%",ARENA,0
CACHOEIRA DO SUL,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,1779,"0,06%",ARENA,0
CACAPAVA DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1758,"0,20%",BRANCO,0
SAO JERONIMO,LAURO PEREIRA RODRIGUES,1970,DEPUTADO FEDERAL,1744,"0,23%",MDB,0
SAO GABRIEL,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,1728,"0,12%",ARENA,0
CANOAS,LEGENDA MDB,1970,DEPUTADO FEDERAL,1723,"0,04%",MDB,0
ESTRELA,HARRY ALZIRO SAUER,1970,DEPUTADO FEDERAL,1719,"0,12%",MDB,0
PLANALTO,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,1718,"0,39%",ARENA,0
RIO PARDO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1712,"0,13%",BRANCO,0
CANOAS,VICTOR LOUREIRO ISSLER,1970,DEPUTADO FEDERAL,1705,"0,04%",MDB,0
CASCA,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,1704,"0,34%",ARENA,0
CRISSIUMAL,JOSE ARLINDO KUNZLER,1970,DEPUTADO FEDERAL,1703,"0,26%",ARENA,0
PELOTAS,FRANCISCO DUARTE,1970,DEPUTADO FEDERAL,1702,"0,02%",MDB,0
ERECHIM,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1699,"0,11%",BRANCO,0
FREDERICO WESTPHALEN,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,1698,"0,23%",MDB,0
CACHOEIRINHA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1694,"0,21%",BRANCO,0
TAQUARI,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1689,"0,21%",BRANCO,0
SANTO CRISTO,ANTONIO BRESOLIN,1970,DEPUTADO FEDERAL,1672,"0,36%",MDB,0
CACHOEIRA DO SUL,ALDO DA SILVA FAGUNDES,1970,DEPUTADO FEDERAL,1670,"0,06%",MDB,0
CANGUCU,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,1670,"0,11%",ARENA,0
SANTA MARIA,LEGENDA MDB,1970,DEPUTADO FEDERAL,1665,"0,03%",MDB,0
PORTO ALEGRE,GUILHERME GROISMANN,1970,DEPUTADO FEDERAL,1657,"0,01%",MDB,0
CANOAS,SYNVAL SEBASTIAO DUARTE GUAZZELI,1970,DEPUTADO FEDERAL,1646,"0,04%",ARENA,0
RIO GRANDE,LEGENDA MDB,1970,DEPUTADO FEDERAL,1640,"0,04%",MDB,0
SANTA ROSA,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1634,"0,14%",BRANCO,0
VERANOPOLIS,MILTON ALBINO CASSEL,1970,DEPUTADO FEDERAL,1633,"0,17%",ARENA,0
GUAPORE,ARNALDO DA COSTA PRIETO,1970,DEPUTADO FEDERAL,1630,"0,17%",ARENA,0
CANGUCU,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1623,"0,10%",BRANCO,0
SOBRADINHO,HARRY ALZIRO SAUER,1970,DEPUTADO FEDERAL,1616,"0,20%",MDB,0
CERRO LARGO,JOSE ARLINDO KUNZLER,1970,DEPUTADO FEDERAL,1614,"0,27%",ARENA,0
FLORES DA CUNHA,MARIO MONDINO,1970,DEPUTADO FEDERAL,1612,"0,28%",ARENA,0
ENCRUZILHADA DO SUL,VASCO AMARO DA SILVEIRA FILHO,1970,DEPUTADO FEDERAL,1610,"0,19%",ARENA,0
SOLEDADE,MARIO VILLANOVA SEIXAS,1970,DEPUTADO FEDERAL,1601,"0,15%",MDB,0
SANTA MARIA,LEGENDA ARENA,1970,DEPUTADO FEDERAL,1594,"0,03%",ARENA,0
VIAMAO,CELIO MARQUES FERNANDES,1970,DEPUTADO FEDERAL,1589,"0,11%",ARENA,0
CANDELARIA,HARRY ALZIRO SAUER,1970,DEPUTADO FEDERAL,1585,"0,20%",MDB,0
PORTO ALEGRE,JOSE SALGADO MARTINS,1970,DEPUTADO FEDERAL,1580,"0,00%",ARENA,0
SANTIAGO,LAURO FRANCO LEITAO,1970,DEPUTADO FEDERAL,1573,"0,12%",ARENA,0
ROSARIO DO SUL,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1573,"0,13%",BRANCO,0
PORTO ALEGRE,ODILON LIMA GROSSETTI,1970,DEPUTADO FEDERAL,1571,"0,00%",MDB,0
SAO JERONIMO,VOTOS EM BRANCO,1970,DEPUTADO FEDERAL,1564,"0,21%",BRANCO,0
RIO GRANDE,CID FURTADO,1970,DEPUTADO FEDERAL,1561,"0,04%",ARENA,0
VACARIA,NADYR ROSSETI,1970,DEPUTADO FEDERAL,1557,"0,09%",MDB,0
SAO LEOPOLDO,VOTOS NULOS,1970,DEPUTADO FEDERAL,1553,"0,07%",NULO,0
