Mun,Candidato,Ano,Cargo,NumVotos,percCidade,Partido,Cassado
PELOTAS,ABIO HERVE,1966,DEPUTADO FEDERAL,20,00%,ARENA,0
PORTAO,ABIO HERVE,1966,DEPUTADO FEDERAL,7,00%,ARENA,0
PORTO ALEGRE,ABIO HERVE,1966,DEPUTADO FEDERAL,3306,01%,ARENA,0
QUARAI,ABIO HERVE,1966,DEPUTADO FEDERAL,5,00%,ARENA,0
RIO GRANDE,ABIO HERVE,1966,DEPUTADO FEDERAL,2,00%,ARENA,0
RIO PARDO,ABIO HERVE,1966,DEPUTADO FEDERAL,21,00%,ARENA,0
ROCA SALES,ABIO HERVE,1966,DEPUTADO FEDERAL,1,00%,ARENA,0
ROLANTE,ABIO HERVE,1966,DEPUTADO FEDERAL,37,01%,ARENA,0
SANTA CRUZ DO SUL,ABIO HERVE,1966,DEPUTADO FEDERAL,1,00%,ARENA,0
SANTA MARIA,ABIO HERVE,1966,DEPUTADO FEDERAL,16,00%,ARENA,0
SANTANA DO LIVRAMENTO,ABIO HERVE,1966,DEPUTADO FEDERAL,12,00%,ARENA,0
SAO GABRIEL,ABIO HERVE,1966,DEPUTADO FEDERAL,8,00%,ARENA,0
SAO JERONIMO,ABIO HERVE,1966,DEPUTADO FEDERAL,1,00%,ARENA,0
SAO LEOPOLDO,ABIO HERVE,1966,DEPUTADO FEDERAL,13,00%,ARENA,0
SAO LOURENCO DO SUL,ABIO HERVE,1966,DEPUTADO FEDERAL,17,00%,ARENA,0
SAO SEBASTIAO DO CAI,ABIO HERVE,1966,DEPUTADO FEDERAL,9,00%,ARENA,0
SAPUCAIA DO SUL,ABIO HERVE,1966,DEPUTADO FEDERAL,16,00%,ARENA,0
SOBRADINHO,ABIO HERVE,1966,DEPUTADO FEDERAL,21,00%,ARENA,0
SOLEDADE,ABIO HERVE,1966,DEPUTADO FEDERAL,1,00%,ARENA,0
TAPEJARA,ABIO HERVE,1966,DEPUTADO FEDERAL,1,00%,ARENA,0
TAPES,ABIO HERVE,1966,DEPUTADO FEDERAL,3,00%,ARENA,0
TAQUARA,ABIO HERVE,1966,DEPUTADO FEDERAL,8,00%,ARENA,0
TAQUARI,ABIO HERVE,1966,DEPUTADO FEDERAL,1,00%,ARENA,0
TENENTE PORTELA,ABIO HERVE,1966,DEPUTADO FEDERAL,2,00%,ARENA,0
TORRES,ABIO HERVE,1966,DEPUTADO FEDERAL,7,00%,ARENA,0
TRAMANDAI,ABIO HERVE,1966,DEPUTADO FEDERAL,1,00%,ARENA,0
URUGUAIANA,ABIO HERVE,1966,DEPUTADO FEDERAL,31,00%,ARENA,0
VACARIA,ABIO HERVE,1966,DEPUTADO FEDERAL,11,00%,ARENA,0
VENANCIO AIRES,ABIO HERVE,1966,DEPUTADO FEDERAL,2,00%,ARENA,0
VIAMAO,ABIO HERVE,1966,DEPUTADO FEDERAL,80,01%,ARENA,0
ALEGRETE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,242,02%,MDB,0
ALVORADA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
ANTA GORDA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,103,06%,MDB,0
ANTONIO PRADO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
ARROIO DO MEIO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,159,03%,MDB,0
ARROIO DO TIGRE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
ARROIO DOS RATOS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,18,01%,MDB,0
ARROIO GRANDE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,101,03%,MDB,0
ARVOREZINHA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
BAGE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,168,01%,MDB,0
BARRA DO RIBEIRO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,26,01%,MDB,0
BARRACAO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
BENTO GONCALVES,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,26,00%,MDB,0
BOM JESUS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,6,00%,MDB,0
BOM RETIRO DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,46,02%,MDB,0
BUTIA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,6,00%,MDB,0
CACAPAVA DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,777,11%,MDB,0
CACEQUI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,226,04%,MDB,0
CACHOEIRA DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,53,00%,MDB,0
CACHOEIRINHA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
CAMAQUA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,72,01%,MDB,0
CAMPINAS DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
CAMPO BOM,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
CAMPO NOVO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
CANDELARIA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
CANELA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,15,00%,MDB,0
CANGUCU,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,183,02%,MDB,0
CANOAS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,457,01%,MDB,0
CARAZINHO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,29,00%,MDB,0
CARLOS BARBOSA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,5,00%,MDB,0
CATUIPE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,7,00%,MDB,0
CAXIAS DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,135,00%,MDB,0
CERRO LARGO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
CHAPADA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
CONSTANTINA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,120,05%,MDB,0
CRUZ ALTA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,60,00%,MDB,0
CRUZEIRO DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,22,01%,MDB,0
DOM FELICIANO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,25,01%,MDB,0
DOM PEDRITO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,18,00%,MDB,0
DONA FRANCISCA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
ENCANTADO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,994,17%,MDB,0
ENCRUZILHADA DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,102,02%,MDB,0
ERECHIM,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,104,01%,MDB,0
ERVAL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,112,04%,MDB,0
ERVAL SECO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
ESTANCIA VELHA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,4,00%,MDB,0
ESTEIO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,12,00%,MDB,0
ESTRELA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,16,00%,MDB,0
FARROUPILHA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,27,00%,MDB,0
FAXINAL DO SOTURNO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
FELIZ,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,9,00%,MDB,0
FONTOURA XAVIER,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,6,00%,MDB,0
FORMIGUEIRO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,10,01%,MDB,0
GARIBALDI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,6,00%,MDB,0
GAURAMA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,5,00%,MDB,0
GENERAL CAMARA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,11,00%,MDB,0
GETULIO VARGAS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,5,00%,MDB,0
GRAMADO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
GRAVATAI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,11,00%,MDB,0
GUAIBA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,16,00%,MDB,0
GUAPORE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
HORIZONTINA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
IJUI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,13,00%,MDB,0
ILOPOLIS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,51,05%,MDB,0
ITAQUI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,27,01%,MDB,0
JAGUARAO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1020,19%,MDB,0
JAGUARI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,4,00%,MDB,0
JULIO DE CASTILHOS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,7,00%,MDB,0
LAGOA VERMELHA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,25,00%,MDB,0
LAJEADO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,155,01%,MDB,0
LAVRAS DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,4,00%,MDB,0
LIBERATO SALZANO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,67,06%,MDB,0
MACHADINHO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
MARAU,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
MARCELINO RAMOS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,627,25%,MDB,0
MATA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,10,01%,MDB,0
MAXIMILIANO DE ALMEIDA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,9,01%,MDB,0
MONTENEGRO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,163,01%,MDB,0
MOSTARDAS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,123,07%,MDB,0
MUCUM,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,81,03%,MDB,0
NONOAI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,161,05%,MDB,0
NOVA BRESCIA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,68,03%,MDB,0
NOVA PRATA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,9,00%,MDB,0
NOVO HAMBURGO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,105,00%,MDB,0
OSORIO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,11,00%,MDB,0
PAIM FILHO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,7,00%,MDB,0
PALMEIRA DAS MISSOES,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,5,00%,MDB,0
PANAMBI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
PASSO FUNDO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,102,00%,MDB,0
PEDRO OSORIO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,860,23%,MDB,0
PELOTAS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1560,03%,MDB,0
PINHEIRO MACHADO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,51,02%,MDB,0
PIRATINI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,214,05%,MDB,0
PORTO ALEGRE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,7089,03%,MDB,0
PORTO LUCENA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
PUTINGA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,579,34%,MDB,0
QUARAI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,38,01%,MDB,0
RESTINGA SECA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,8,00%,MDB,0
RIO GRANDE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,14256,47%,MDB,0
RIO PARDO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,36,00%,MDB,0
ROCA SALES,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,385,10%,MDB,0
ROLANTE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,13,00%,MDB,0
RONDA ALTA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,13,01%,MDB,0
RONDINHA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,59,04%,MDB,0
ROSARIO DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,43,00%,MDB,0
SALVADOR DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
SANANDUVA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,5,00%,MDB,0
SANTA BARBARA DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
SANTA CRUZ DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,84,00%,MDB,0
SANTA MARIA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1975,04%,MDB,0
SANTA ROSA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,33,00%,MDB,0
SANTA VITORIA DO PALMAR,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1447,26%,MDB,0
SANTANA DA BOA VISTA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,34,02%,MDB,0
SANTANA DO LIVRAMENTO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,383,03%,MDB,0
SANTIAGO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
SANTO ANGELO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,298,02%,MDB,0
SANTO ANTONIO DA PATRULHA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,10,00%,MDB,0
SANTO AUGUSTO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
SAO BORJA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,48,01%,MDB,0
SAO FRANCISCO DE PAULA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,11,00%,MDB,0
SAO GABRIEL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1932,16%,MDB,0
SAO JERONIMO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,16,00%,MDB,0
SAO JOSE DO NORTE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1162,40%,MDB,0
SAO JOSE DO OURO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
SAO LEOPOLDO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,55,00%,MDB,0
SAO LOURENCO DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,324,03%,MDB,0
SAO LUIS GONZAGA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,11,00%,MDB,0
SAO MARCOS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
SAO PEDRO DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,4,00%,MDB,0
SAO SEBASTIAO DO CAI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,22,00%,MDB,0
SAO SEPE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,14,00%,MDB,0
SAPIRANGA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,15,00%,MDB,0
SAPUCAIA DO SUL,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,5,00%,MDB,0
SARANDI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,60,02%,MDB,0
SERAFINA CORREA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,6,00%,MDB,0
SERTAO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,7,00%,MDB,0
SEVERIANO DE ALMEIDA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
SOBRADINHO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,8,00%,MDB,0
SOLEDADE,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,10,00%,MDB,0
TAPES,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,36,01%,MDB,0
TAQUARA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,96,01%,MDB,0
TAQUARI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,20,00%,MDB,0
TORRES,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,23,00%,MDB,0
TRAMANDAI,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,45,02%,MDB,0
TRES PASSOS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
TRIUNFO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,3,00%,MDB,0
TUPANCIRETA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,9,00%,MDB,0
URUGUAIANA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,446,03%,MDB,0
VACARIA,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,40,00%,MDB,0
VENANCIO AIRES,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,29,00%,MDB,0
VERA CRUZ,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,2,00%,MDB,0
VERANOPOLIS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,17,00%,MDB,0
VIADUTOS,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,5,00%,MDB,0
VIAMAO,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,31,00%,MDB,0
VICTOR GRAEFF,ADILIO MARTINS VIANNA,1966,DEPUTADO FEDERAL,1,00%,MDB,0
AGUDO,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,207,05%,ARENA,0
AJURICABA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,724,26%,ARENA,0
ALECRIM,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,548,21%,ARENA,0
ALEGRETE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,28,00%,ARENA,0
ALPESTRE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,16,01%,ARENA,0
ALVORADA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,4,00%,ARENA,0
ANTA GORDA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,56,03%,ARENA,0
ANTONIO PRADO,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,49,01%,ARENA,0
ARATIBA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,287,08%,ARENA,0
ARROIO DO MEIO,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,827,14%,ARENA,0
ARROIO DO TIGRE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,286,08%,ARENA,0
ARROIO DOS RATOS,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,2,00%,ARENA,0
ARROIO GRANDE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,2,00%,ARENA,0
ARVOREZINHA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,419,23%,ARENA,0
AUGUSTO PESTANA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,766,29%,ARENA,0
BAGE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,248,01%,ARENA,0
BARAO DE COTEGIPE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,54,03%,ARENA,0
BARRA DO RIBEIRO,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,37,02%,ARENA,0
BARROS CASSAL,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,2,00%,ARENA,0
BENTO GONCALVES,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,38,00%,ARENA,0
BOA VISTA DO BURICA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,402,16%,ARENA,0
BOM JESUS,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,21,00%,ARENA,0
BOM RETIRO DO SUL,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,138,06%,ARENA,0
BRAGA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,19,02%,ARENA,0
BUTIA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,3,00%,ARENA,0
CACAPAVA DO SUL,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,4,00%,ARENA,0
CACEQUI,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,37,01%,ARENA,0
CACHOEIRA DO SUL,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,306,01%,ARENA,0
CACHOEIRINHA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,13,00%,ARENA,0
CACIQUE DOBLE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,35,03%,ARENA,0
CAIBATE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,143,08%,ARENA,0
CAICARA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,155,10%,ARENA,0
CAMAQUA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,127,01%,ARENA,0
CAMBARA DO SUL,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,2,00%,ARENA,0
CAMPINA DAS MISSOES,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,571,37%,ARENA,0
CAMPINAS DO SUL,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,49,02%,ARENA,0
CAMPO BOM,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,306,07%,ARENA,0
CAMPO NOVO,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,73,05%,ARENA,0
CANDELARIA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,170,03%,ARENA,0
CANDIDO GODOI,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,243,16%,ARENA,0
CANELA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,32,01%,ARENA,0
CANGUCU,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,135,01%,ARENA,0
CANOAS,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,407,01%,ARENA,0
CARAZINHO,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,37,00%,ARENA,0
CARLOS BARBOSA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,14,00%,ARENA,0
CASCA,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,17,00%,ARENA,0
CATUIPE,ALBERTO HOFFMANN,1966,DEPUTADO FEDERAL,103,03%,ARENA,0
