Mun,Candidato,Ano,Cargo,NumVotos,percCidade,Partido,Cassado
ALECRIM,VOTOS EM BRANCO,1982,DEPUTADO FEDERAL,568,"0,10%",BRANCO,0
ALECRIM,WALDIR WALTER,1982,DEPUTADO FEDERAL,414,"0,07%",PMDB,0
ALECRIM,JAHIR SOUZA PINTO,1982,DEPUTADO FEDERAL,235,"0,04%",PDS,0
ALECRIM,GIL CUNEGATO MARQUES,1982,DEPUTADO FEDERAL,134,"0,02%",PDT,0
ALECRIM,JOSE HUGO MARDINI,1982,DEPUTADO FEDERAL,130,"0,02%",PDS,0
ALECRIM,HERMES ZANETI,1982,DEPUTADO FEDERAL,99,"0,02%",PMDB,0
ALECRIM,NELSON MARCHEZAN,1982,DEPUTADO FEDERAL,98,"0,02%",PDS,0
ALECRIM,BALTHAZAR DE BEM E CANTO,1982,DEPUTADO FEDERAL,98,"0,02%",PDS,0
ALECRIM,VOTOS NULOS,1982,DEPUTADO FEDERAL,95,"0,02%",NULO,0
ALECRIM,JOSE ARLINDO KUNZLER,1982,DEPUTADO FEDERAL,83,"0,01%",PDS,0
ALECRIM,MAGNUS FRANCISCO ANTUNES GUIMARAES,1982,DEPUTADO FEDERAL,54,"0,01%",PDT,0
ALECRIM,SYNVAL SEBASTIAO DUARTE GUAZZELI,1982,DEPUTADO FEDERAL,34,"0,01%",PMDB,0
ALECRIM,LEGENDA PDS,1982,DEPUTADO FEDERAL,32,"0,01%",PDS,0
ALECRIM,LEGENDA PMDB,1982,DEPUTADO FEDERAL,27,"0,00%",PMDB,0
ALECRIM,EMIDIO ODOSIO PERONDI,1982,DEPUTADO FEDERAL,19,"0,00%",PDS,0
ALECRIM,IDILIO SANTI,1982,DEPUTADO FEDERAL,15,"0,00%",PMDB,0
ALECRIM,JOSE ALBERTO FOGACA DE MEDEIROS,1982,DEPUTADO FEDERAL,13,"0,00%",PMDB,0
ALECRIM,DARCY POZZA,1982,DEPUTADO FEDERAL,12,"0,00%",PDS,0
ALECRIM,JOSE ALCEBIADES DE OLIVEIRA,1982,DEPUTADO FEDERAL,11,"0,00%",PDS,0
ALECRIM,IBSEN VALLS PINHEIRO,1982,DEPUTADO FEDERAL,10,"0,00%",PMDB,0
ALECRIM,RUY GERMANO NEDEL,1982,DEPUTADO FEDERAL,10,"0,00%",PMDB,0
ALECRIM,AMAURY MULLER,1982,DEPUTADO FEDERAL,9,"0,00%",PDT,1
ALECRIM,AUGUSTO TREIN,1982,DEPUTADO FEDERAL,8,"0,00%",PDS,0
ALECRIM,MARCUS VINICIUS PRATINI DE MORAES,1982,DEPUTADO FEDERAL,8,"0,00%",PDS,0
ALECRIM,CLOVIS ILGENFRITZ DA SILVA,1982,DEPUTADO FEDERAL,8,"0,00%",PT,0
ALECRIM,JOSE MARIANO DA ROCHA FILHO,1982,DEPUTADO FEDERAL,7,"0,00%",PDS,0
ALECRIM,TULIO BARCELLOS,1982,DEPUTADO FEDERAL,6,"0,00%",PDS,0
ALECRIM,PAULO MINCARONE,1982,DEPUTADO FEDERAL,4,"0,00%",PMDB,1
ALECRIM,MARIO AGUIAR MOURA,1982,DEPUTADO FEDERAL,4,"0,00%",PMDB,0
ALECRIM,CLOVIS STENZEL,1982,DEPUTADO FEDERAL,4,"0,00%",PDS,0
ALECRIM,JETHRO JAIRO DE MACEDO BRUM,1982,DEPUTADO FEDERAL,3,"0,00%",PMDB,0
ALECRIM,FERES JORGE ROCHA E SILVA UEQUED,1982,DEPUTADO FEDERAL,3,"0,00%",PMDB,0
ALECRIM,MARIA JUSSARA GAUTO GUARIGLIA,1982,DEPUTADO FEDERAL,3,"0,00%",PMDB,0
ALECRIM,ANTONIO PINHEIRO MACHADO NETTO,1982,DEPUTADO FEDERAL,3,"0,00%",PMDB,0
ALECRIM,VICENTE PASSOS MAIA FILHO,1982,DEPUTADO FEDERAL,3,"0,00%",PMDB,0
ALECRIM,GUIDO MOESCH,1982,DEPUTADO FEDERAL,3,"0,00%",PDS,0
ALECRIM,IRINEU LUIZ WOLKWEIS,1982,DEPUTADO FEDERAL,3,"0,00%",PDS,0
ALECRIM,ALDO DA SILVA FAGUNDES,1982,DEPUTADO FEDERAL,2,"0,00%",PMDB,0
ALECRIM,HARRY ALZIRO SAUER,1982,DEPUTADO FEDERAL,2,"0,00%",PMDB,0
ALECRIM,ELOAR GUAZZELLI,1982,DEPUTADO FEDERAL,2,"0,00%",PMDB,0
ALECRIM,HANS WILHELM CREMER,1982,DEPUTADO FEDERAL,2,"0,00%",PMDB,0
ALECRIM,SIEGFRIED EMANUEL HEUSER,1982,DEPUTADO FEDERAL,2,"0,00%",PMDB,0
ALECRIM,ARNALDO DA COSTA PRIETO,1982,DEPUTADO FEDERAL,2,"0,00%",PDS,0
ALECRIM,VICTOR JOSE FACCIONI,1982,DEPUTADO FEDERAL,2,"0,00%",PDS,0
ALECRIM,OLY ERICO DA COSTA FACCHIN,1982,DEPUTADO FEDERAL,2,"0,00%",PDS,0
ALECRIM,JOSE BONIFACIO CARDOSO FREGAPANI,1982,DEPUTADO FEDERAL,1,"0,00%",PMDB,0
ALECRIM,IRAJA ANDARA RODRIGUES,1982,DEPUTADO FEDERAL,1,"0,00%",PMDB,0
ALECRIM,LELIO MIGUEL ANTUNES DE SOUZA,1982,DEPUTADO FEDERAL,1,"0,00%",PMDB,0
ALECRIM,RICARDO BALDINO E SOUZA,1982,DEPUTADO FEDERAL,1,"0,00%",PMDB,0
ALECRIM,ALUIZIO PARAGUASSU FERREIRA,1982,DEPUTADO FEDERAL,1,"0,00%",PDT,0
ALECRIM,GLENIO MATIAS GOMES PEREZ,1982,DEPUTADO FEDERAL,1,"0,00%",PDT,0
ALECRIM,ALVARO PETRACO DA CUNHA,1982,DEPUTADO FEDERAL,1,"0,00%",PDT,0
ALECRIM,OLGA CAVALHEIRO ARAUJO,1982,DEPUTADO FEDERAL,1,"0,00%",PDT,0
ALECRIM,REGINA FAVIERO DREYER,1982,DEPUTADO FEDERAL,1,"0,00%",PDS,0
ALECRIM,HELIO DOURADO,1982,DEPUTADO FEDERAL,1,"0,00%",PDS,0
ALECRIM,JOSE CLOVIS AZEVEDO,1982,DEPUTADO FEDERAL,1,"0,00%",PT,0
ALEGRETE,JOSE HUGO MARDINI,1982,DEPUTADO FEDERAL,8396,"0,25%",PDS,0
ALEGRETE,ALDO DA SILVA FAGUNDES,1982,DEPUTADO FEDERAL,7221,"0,21%",PMDB,0
ALEGRETE,VOTOS EM BRANCO,1982,DEPUTADO FEDERAL,3660,"0,11%",BRANCO,0
ALEGRETE,SYNVAL SEBASTIAO DUARTE GUAZZELI,1982,DEPUTADO FEDERAL,2281,"0,07%",PMDB,0
ALEGRETE,PLINIO ETCHEPARE GUERRA,1982,DEPUTADO FEDERAL,1795,"0,05%",PDT,0
ALEGRETE,HERMES ZANETI,1982,DEPUTADO FEDERAL,1741,"0,05%",PMDB,0
ALEGRETE,NELSON MARCHEZAN,1982,DEPUTADO FEDERAL,1256,"0,04%",PDS,0
ALEGRETE,BALTHAZAR DE BEM E CANTO,1982,DEPUTADO FEDERAL,1089,"0,03%",PDS,0
ALEGRETE,VOTOS NULOS,1982,DEPUTADO FEDERAL,847,"0,03%",NULO,0
ALEGRETE,AUGUSTO TREIN,1982,DEPUTADO FEDERAL,590,"0,02%",PDS,0
ALEGRETE,OLY ERICO DA COSTA FACCHIN,1982,DEPUTADO FEDERAL,547,"0,02%",PDS,0
ALEGRETE,VASCO AMARO DA SILVEIRA FILHO,1982,DEPUTADO FEDERAL,420,"0,01%",PDS,0
ALEGRETE,JAHIR SOUZA PINTO,1982,DEPUTADO FEDERAL,296,"0,01%",PDS,0
ALEGRETE,JOSE ALBERTO FOGACA DE MEDEIROS,1982,DEPUTADO FEDERAL,258,"0,01%",PMDB,0
ALEGRETE,JOAO GILBERTO LUCAS COELHO,1982,DEPUTADO FEDERAL,242,"0,01%",PMDB,0
ALEGRETE,DARCY POZZA,1982,DEPUTADO FEDERAL,211,"0,01%",PDS,0
ALEGRETE,PAULO MINCARONE,1982,DEPUTADO FEDERAL,208,"0,01%",PMDB,1
ALEGRETE,PEDRO CHAFIK GERMANO,1982,DEPUTADO FEDERAL,167,"0,01%",PDS,0
ALEGRETE,VICENTE PASSOS MAIA FILHO,1982,DEPUTADO FEDERAL,141,"0,00%",PMDB,0
ALEGRETE,ANTONIO PINHEIRO MACHADO NETTO,1982,DEPUTADO FEDERAL,137,"0,00%",PMDB,0
ALEGRETE,PAULO DA SILVA PINTO,1982,DEPUTADO FEDERAL,125,"0,00%",PDT,0
ALEGRETE,ELOAR GUAZZELLI,1982,DEPUTADO FEDERAL,119,"0,00%",PMDB,0
ALEGRETE,GIL CUNEGATO MARQUES,1982,DEPUTADO FEDERAL,116,"0,00%",PDT,0
ALEGRETE,RUY GERMANO NEDEL,1982,DEPUTADO FEDERAL,114,"0,00%",PMDB,0
ALEGRETE,NEY FAYET DE SOUZA,1982,DEPUTADO FEDERAL,114,"0,00%",PDT,0
ALEGRETE,JOSE MARIANO DA ROCHA FILHO,1982,DEPUTADO FEDERAL,100,"0,00%",PDS,0
ALEGRETE,IBSEN VALLS PINHEIRO,1982,DEPUTADO FEDERAL,90,"0,00%",PMDB,0
ALEGRETE,MARIA JUSSARA GAUTO GUARIGLIA,1982,DEPUTADO FEDERAL,87,"0,00%",PMDB,0
ALEGRETE,OSVALDO NASCIMENTO DA SILVA,1982,DEPUTADO FEDERAL,77,"0,00%",PDT,0
ALEGRETE,VICTOR JOSE FACCIONI,1982,DEPUTADO FEDERAL,72,"0,00%",PDS,0
ALEGRETE,LELIO MIGUEL ANTUNES DE SOUZA,1982,DEPUTADO FEDERAL,69,"0,00%",PMDB,0
ALEGRETE,MARCUS VINICIUS PRATINI DE MORAES,1982,DEPUTADO FEDERAL,69,"0,00%",PDS,0
ALEGRETE,LEGENDA PMDB,1982,DEPUTADO FEDERAL,61,"0,00%",PMDB,0
ALEGRETE,ARNALDO DA COSTA PRIETO,1982,DEPUTADO FEDERAL,60,"0,00%",PDS,0
ALEGRETE,RUBENS ARDENGHI,1982,DEPUTADO FEDERAL,59,"0,00%",PDS,0
ALEGRETE,PAULO DE TARSO CARNEIRO,1982,DEPUTADO FEDERAL,58,"0,00%",PT,0
ALEGRETE,RICARDO BALDINO E SOUZA,1982,DEPUTADO FEDERAL,49,"0,00%",PMDB,0
ALEGRETE,TULIO BARCELLOS,1982,DEPUTADO FEDERAL,43,"0,00%",PDS,0
ALEGRETE,NEY ORTIZ BORGES,1982,DEPUTADO FEDERAL,39,"0,00%",PDT,0
ALEGRETE,JOSE ALCEBIADES DE OLIVEIRA,1982,DEPUTADO FEDERAL,35,"0,00%",PDS,0
ALEGRETE,MARIO AGUIAR MOURA,1982,DEPUTADO FEDERAL,30,"0,00%",PMDB,0
ALEGRETE,OMAR FERRI,1982,DEPUTADO FEDERAL,30,"0,00%",PMDB,0
ALEGRETE,INDIO BRUM VARGAS,1982,DEPUTADO FEDERAL,30,"0,00%",PDT,0
ALEGRETE,EMIDIO ODOSIO PERONDI,1982,DEPUTADO FEDERAL,27,"0,00%",PDS,0
ALEGRETE,ERANI GUILHERME MULLER,1982,DEPUTADO FEDERAL,25,"0,00%",PMDB,0
ALEGRETE,AVELINO BIOEN CAPITANI,1982,DEPUTADO FEDERAL,24,"0,00%",PMDB,0
ALEGRETE,ALCEU JOSE FLORES,1982,DEPUTADO FEDERAL,24,"0,00%",PDT,0
ALEGRETE,ADELI SELL,1982,DEPUTADO FEDERAL,23,"0,00%",PT,0
ALEGRETE,TELMO JOSE KIRST,1982,DEPUTADO FEDERAL,19,"0,00%",PDS,0
ALEGRETE,SIEGFRIED EMANUEL HEUSER,1982,DEPUTADO FEDERAL,18,"0,00%",PMDB,0
ALEGRETE,LEGENDA PDS,1982,DEPUTADO FEDERAL,18,"0,00%",PDS,0
ALEGRETE,ANTONIO CARLOS ROSA FLORES,1982,DEPUTADO FEDERAL,16,"0,00%",PMDB,0
ALEGRETE,ALDO PINTO DA SILVA,1982,DEPUTADO FEDERAL,16,"0,00%",PDT,0
ALEGRETE,HELIO DOURADO,1982,DEPUTADO FEDERAL,16,"0,00%",PDS,0
ALEGRETE,IRINEU COLATO,1982,DEPUTADO FEDERAL,16,"0,00%",PDS,0
ALEGRETE,IRINEU LUIZ WOLKWEIS,1982,DEPUTADO FEDERAL,16,"0,00%",PDS,0
ALEGRETE,LUCENIR POHLMANN,1982,DEPUTADO FEDERAL,13,"0,00%",PMDB,0
ALEGRETE,GUIDO MOESCH,1982,DEPUTADO FEDERAL,12,"0,00%",PDS,0
ALEGRETE,HANS WILHELM CREMER,1982,DEPUTADO FEDERAL,11,"0,00%",PMDB,0
ALEGRETE,ONY NOGUEIRA,1982,DEPUTADO FEDERAL,11,"0,00%",PMDB,0
ALEGRETE,ALUIZIO PARAGUASSU FERREIRA,1982,DEPUTADO FEDERAL,11,"0,00%",PDT,0
ALEGRETE,FERES JORGE ROCHA E SILVA UEQUED,1982,DEPUTADO FEDERAL,10,"0,00%",PMDB,0
ALEGRETE,WALDEMAR RODRIGUES DA SILVA,1982,DEPUTADO FEDERAL,10,"0,00%",PDT,0
ALEGRETE,HARRY ALZIRO SAUER,1982,DEPUTADO FEDERAL,9,"0,00%",PMDB,0
ALEGRETE,JOSE BONIFACIO CARDOSO FREGAPANI,1982,DEPUTADO FEDERAL,9,"0,00%",PMDB,0
ALEGRETE,ARY RODRIGUES ALCANTARA,1982,DEPUTADO FEDERAL,9,"0,00%",PDS,0
ALEGRETE,JULIO COSTAMILAN,1982,DEPUTADO FEDERAL,8,"0,00%",PMDB,0
ALEGRETE,OLGA CAVALHEIRO ARAUJO,1982,DEPUTADO FEDERAL,8,"0,00%",PDT,0
ALEGRETE,CARLOS ELY CASTRO,1982,DEPUTADO FEDERAL,8,"0,00%",PDS,0
ALEGRETE,CLOVIS ILGENFRITZ DA SILVA,1982,DEPUTADO FEDERAL,8,"0,00%",PT,0
ALEGRETE,LAURA MARIA EIFLER SILVA,1982,DEPUTADO FEDERAL,8,"0,00%",PT,0
ALEGRETE,EDIR PEDRO DE OLIVEIRA,1982,DEPUTADO FEDERAL,7,"0,00%",PMDB,0
ALEGRETE,MATHEUS JOSE SCHMIDT FILHO,1982,DEPUTADO FEDERAL,7,"0,00%",PDT,1
ALEGRETE,GLENIO MATIAS GOMES PEREZ,1982,DEPUTADO FEDERAL,7,"0,00%",PDT,0
ALEGRETE,JETHRO JAIRO DE MACEDO BRUM,1982,DEPUTADO FEDERAL,6,"0,00%",PMDB,0
ALEGRETE,PAULO MACHADO MOREIRA,1982,DEPUTADO FEDERAL,6,"0,00%",PDT,0
ALEGRETE,LEGENDA PDT,1982,DEPUTADO FEDERAL,6,"0,00%",PDT,0
ALEGRETE,REGINA FAVIERO DREYER,1982,DEPUTADO FEDERAL,6,"0,00%",PDS,0
ALEGRETE,EGIDIO ALFREDO SCHLABITZ,1982,DEPUTADO FEDERAL,5,"0,00%",PMDB,0
ALEGRETE,ROMULO BRASIL,1982,DEPUTADO FEDERAL,4,"0,00%",PMDB,0
ALEGRETE,NADYR ROSSETI,1982,DEPUTADO FEDERAL,4,"0,00%",PDT,1
ALEGRETE,AMAURY MULLER,1982,DEPUTADO FEDERAL,4,"0,00%",PDT,1
ALEGRETE,MAGNUS FRANCISCO ANTUNES GUIMARAES,1982,DEPUTADO FEDERAL,4,"0,00%",PDT,0
